'Key','Item Type','Publication Year','Author','Title','Publication Title','ISBN','ISSN','DOI','Url','Abstract Note','Date','Date Added','Date Modified','Access Date','Pages','Num Pages','Issue','Volume','Number Of Volumes','Journal Abbreviation','Short Title','Series','Series Number','Series Text','Series Title','Publisher','Place','Language','Rights','Type','Archive','Archive Location','Library Catalog','Call Number','Extra','Notes','File Attachments','Link Attachments','Manual Tags','Automatic Tags','Editor','Series Editor','Translator','Contributor','Attorney Agent','Book Author','Cast Member','Commenter','Composer','Cosponsor','Counsel','Interviewer','Producer','Recipient','Reviewed Author','Scriptwriter','Words By','Guest','Number','Edition','Running Time','Scale','Medium','Artwork Size','Filing Date','Application Number','Assignee','Issuing Authority','Country','Meeting Name','Conference Name','Court','References','Reporter','Legal Status','Priority Numbers','Programming Language','Version','System','Code','Code Number','Section','Session','Committee','History','Legislative Body'
'JK9EG9ZX','journalArticle',2018,'Korcek; Frantisek; Bolek; Vladimir; Romanova; Anita; Richnak; Patrik','Practicing  ISM  in E-Commerce','Ad Alta-Journal of Interdisciplinary Research',,'1804-7890',,,'Doing business through e-commerce is now a common way of selling goods and services for any types of business organisation. However; many entrepreneurs do not sufficiently secure their e-business processes due to being unaware of the seriousness of threats that affect business information assets in cyberspace.  ISM  is not widely used in e-commerce businesses; thus leaving processes vulnerable against InformationSecurity  risks. This paper examines differences in the use of the system between e-commerce businesses that assess or do not assess the InformationSecurity  risks and verifies the effect of practicing this system on the InformationSecurity  level in the e-commerce businesses.',2018,'2018-11-29 12:58:12','2018-11-29 12:58:12',,'207–212',,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'QAGLV3TT','conferencePaper',2015,'Neuwirth; B; Ondrák; V','Preparedness for transition to electronic communication on the part of general practitioners and patients','Proceedings of the 25th International Business Information Management Association Conference - Innovation Vision 2020: From Regional Development Sustainability to Global Economic Growth; IBIMA 2015','978-0-9860419-4-5',,'10.1016/j.actatropica.2013.03.010','https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947591163&partnerID=40&md5=2becfcb166df856189df69409498a904','In connection with providing high-quality and secure health care; medical personnel are required to know more and more about such areas as quality control management; information technologies; or legislation. The present paper discusses the possibility of creating a unified methodology for the  ISM  in General Practitioners offices in the Czech Republic and tries to identify the areas this methodology should cover.',2015,'2018-11-29 12:58:13','2018-11-29 12:58:13',,'2572–2579',,,,,,,,,,,'Int Business Informat Management Assoc',,,,,,,,,,,,,'Cybersecurity; eHealth; ISMS  ISM ',,'Soliman; KS',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Z6UFXSLD','conferencePaper',2008,'Zeeshan; Ahmed; Masood; Anwar M.; Faisal; Zafar M.; Kalim; Azam; Farzana; Naheed','PrISM: Automatic detection and prevention from cyber attacks','Communications in Computer and Information Science','3-540-89852-2',,'10.1007/978-3-540-89853-5-46',,'Network security is a discipline that focuses on securing networks from unauthorized access. Given the escalating threats of malicious cyber attacks; modem enterprises employ multiple lines of defense. A comprehensive defense strategy against such attacks should include: (1) an attack detection component that determines the fact that a system is compromised; (2) an attack identification and prevention component that identifies attack packets so that one can block such packets in the future and prevent the attack from further propagation. Over the last decade; significant research time has been invested in systems that can detect cyber attacks; either statically at compile time; or dynamically at run time. However; not much effort has been spent on automated attack packet identification or attack prevention. In this paper; we present a unified solution to these problems. We implemented this solution after reverse engineering an Open Source SecurityInformation Management (OSSIM) system; called Preventive ISM  (PrISM) system; which correlates input from different sensors so that the resulting product can automatically detect any cyber attack against it; and prevent attack by identifying the actual attack packet(s). PrISM was always able to detect the attacks; identify the attack packets and most often prevent attack by blocking the attackers IP address to continue normal execution. There is no additional run-time performance overhead for attack prevention.',2008,'2018-11-29 12:58:14','2018-11-29 12:58:14',,'433–444',,,'20 CCIS',,,,'Communications in Computer and Information Science',,,,'Mehran Univ; Sindh Univ; Aalborg Univ; Higher Educ Commiss',,,,,,,,,,,,,' ISM ; Network security; Computer Security; Intrusion Detection; Intrusion Prevention',,'Hussain; DMA and Rajput; AQK and Chowdhry; BS and Gee; Q',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'U7CULGW6','conferencePaper',2017,'Lin; Canchu; Wittmer; Jenell L S','Proactive InformationSecurity  Behavior and Individual Creativity: Effects of Group Culture and Decentralized InformationTechnology Governance','2017 Ieee International Conference on Intelligence and Security Informatics (Isi)','978-1-5090-6727-5',,,,'This study attempts to explore the potential in employees to positively contribute to organizational ISM . Toward that end; this study developed the concept of proactive InformationSecurity  behavior and examined its connections to individual creativity and two organizational context factors: group culture and decentralized InformationTechnology governance. Findings of this study supported its positive relationship with individual creativity and group culture as well as partial and full mediation effects of decentralized InformationTechnology governance and individual creativity on the relationship between proactive InformationSecurity  behavior and group culture.',2017,'2018-11-29 12:58:15','2018-11-29 12:58:15',,'1–6',,,,,,,,,,,'IEEE Intelligent Transportat Systems Soc; Univ Arizona; Off Vice President Res; Univ Arizona; Elle Coll Management; Univ Arizona; Dept Management Informat Systems; Univ Arizona; Artificial Intelligence Lab; Univ Chinese Acad Sci',,,,,,,,,,,,,,,'Zheng; XD and Zhang; H and Xing; CX and Wang; GA and Zhou; L and Luo; B',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'B2LXTND5','conferencePaper',2014,'Deruma; S','Problems and solutions of ISM  in Latvia','4TH INTERNATIONAL INTERDISCIPLINARY SCIENTIFIC CONFERENCE SOCIETY; HEALTH; WELFARE','978-2-7598-1639-2',,'10.1051/shsconf/20141000007',,'Cyberspace is a virtual environment. Today; it does not matter which device you use for connecting to the internet. You are just in there... In Latvia there are different views on ISM  models; managerial duties and responsibilities; professional skills and competence in the private sector and the public sector; as well as skills and competence in the European business environment. The question is how to achieve good relationship; successful collaboration and a secure environment in cyberspace; how to provide the holistic approach and security intelligence; how to map out a new attitude? Security cannot exist as a standalone function; it should be integrated in the associated processes continuously supervising and improving the security management programme based on predefined criteria. Adopting a holistic approach with regard to security has proven to be a critical contributing factor to effective security in organizations.',2014,'2018-11-29 12:58:16','2018-11-29 12:58:16',,,,,'00007',,,,'SHS Web of Conferences',,,,,,,,,,,,,,,,,,,'Vilka; PL',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'RZ5YBVRP','conferencePaper',2017,'Ministr; Jan; Pitner; Tomas','Process Support of InformationSecurity  according to COBIT (R) 5','Proceedings of the 12Th International Conference on Strategic Management and Its Support By Information Systems (Smsis)','978-80-248-4046-8',,,,'Today InformationSecurity  forms the basic property information system. The methodological framework COBIT (R) 5 provides comprehensive support for implementing InformationSecurity  lifecycle of InformationTechnology in organizations. COBIT (R) 5 is very comprehensive method and for untrained users quite confusing. The article is therefore initially focused on explaining the basic structure of the methodological framework; which is built on five pillars and related enablers. Furthermore; the article describes the process structure of the methodology and its support for InformationSecurity . The conclusion discusses the question of applicability of the approach to ensure InformationSecurity  in different types of organizations.',2017,'2018-11-29 12:58:17','2018-11-29 12:58:17',,'418–424',,,,,,,'Proceedings of the International Conference on Strategic Management and its Support by Information Systems',,,,'Tech Univ Ostrava; Fac Econ; Czech Soc Syst Integrat; Dept Syst Engn',,,,,,,,,,,,,,,'Nemec; R and Chytilova; L',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'DFUBT7GY','conferencePaper',2007,'Kvetonova; Sarka; Kreslikova; Jitka','Project management processes modelling using Petri nets','European Simulation and Modelling Conference 2007','978-90-77381-36-6',,,,'In the paper; a new approach of Petri Nets using to processes modelling of project management and Subsequently to generalization of modelling abilities of Petri nets is presented. It describes how a technique of Petri Nets can be used to model and subsequent monitoring of software projects realization behaviour. The main Purpose of this article is to simplify the process of project realization through creation and subsequent optimization of variant softwarc project plans (especially for application in different domains of software engineering). These plans are created as Petri nets which allows LIS to optimize them by Petri Nets techniques and tools application. The possibility of project control processes verification especially with the knowledge of quality management field will contribute to the development of sophisticated  ISM .',2007,'2018-11-29 12:58:17','2018-11-29 12:58:17',,'205–209',,,,,,,,,,,'ETI; EUROSIS; Seconda Univ Studi Napoli; Ghent Univ; ICAR CNR; Simula; Univ Malta; DII',,,,,,,,,,,,,,,'Sklenar; J and Tanguy; A and Bertelle; C and Fortino; G',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5TLBI34M','conferencePaper',2014,'Martin; Clemens; Kadry; Amina; Abu-Shady; Ghada','Quantifying the Financial Impact of InformationTechnology Security Breaches on Business Processes A CPN-based approach','2014 Twelfth Annual International Conference on Privacy; Security and Trust (Pst)','978-1-4799-3503-1',,,,'with the rise of the number of security breaches affecting organizations nowadays; it has become crucial for companies to accurately measure the costs of such incidents and mitigate them in order quantify their risk exposure and direct InformationTechnology security investments. However; with the absence of standardized cost calculation methods; the task of quantifying the internal costs of security breaches as well as the costs of managing them is one of the difficulties of security risk analysis. Due to the fact that companies consider the time spent by employees during the reparation process of an affected InformationTechnology resource as idle; overestimations of the costs of security breaches and lost productivity; represented by the system downtime from employees perception; occur. For these reasons; this study suggests a new approach for measuring the negative economic impact associated with such security attack events. This study proposes a method which assumes that alternative tasks that do not rely on the affected InformationTechnology resource are performed; hence; the employees time is not considered as completely idle and consequently the total costs decrease. Early results have shown that our suggested method renders smaller total costs than companies method when calculating the costs of InformationSecurity  breaches due to the decrease in the idle time; whereas cost components due to delayed work products are typically not captured at all. Our results have also shown how recovery procedures; in terms of dissolving of work task queues; are performed in case of InformationSecurity  breaches.',2014,'2018-11-29 12:58:18','2018-11-29 12:58:18',,'149–155',,,,,,,'Annual Conference on Privacy Security and Trust-PST',,,,,,,,,,,,,,,,,,,'Miri; A and Hengartner; U and Huang; NF and Josang; A and GarciaAlfaro; J',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'9HFCNWZG','journalArticle',2015,'Oppliger; Rolf','Quantitative risk analysis in ISM : A modern fairy tale','IEEE Security and Privacy',,15584046,'10.1109/MSP.2015.118',,'According to conventional wisdom; ISM  must start with a quantitative risk analysis. Such an analysis works fine in theory; but it hardly works in practice. Baseline requirements; vulnerability management; and qualitative risk analysis can combine to provide a viable alternative.',2015,'2018-11-29 12:58:19','2018-11-29 12:58:19',,'18–21',,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'4GUTLQTF','journalArticle',2017,'Khajouei; Hamid; Kazemi; Mehdi; Moosavirad; Seyed Hamed','Ranking InformationSecurity  controls by using fuzzy analytic hierarchy process','Information Systems and e-Business Management',,16179854,'10.1007/s10257-016-0306-y',,'InformationSecurity  can be achieved by implementing a set of appropriate controls. However; identifying and selecting the most effective InformationSecurity  controls in organizations have been major challenges for years. Although many studies have been done to address these challenges; there is still lack of research to rank these controls. In this study; a fuzzy Analytic Hierarchy Process was used to prioritize and select effective managerial domains and control objectives in InformationSecurity  controls. In this research; the process of implementing ISO 27001 InformationSecurity  in National Iranian Oil Products Distribution Company was selected. According to results; the access control; information systems acquisition; development and maintenance have the highest priorities among the InformationSecurity  controls in managerial domains. On the other hand; the business continuity management and asset management have the lowest priorities among the studied InformationSecurity  controls. Furthermore; it was found that among 39 control objectives; the user access management and third party service delivery management have the highest and lowest priorities; respectively.',2017,'2018-11-29 12:58:20','2018-11-29 12:58:20',,'1–19',,1,15,,,,,,,,,,,,,,,,,,,,,'ISM ; ISO 27001; Fuzzy analytic hierarchy process; InformationSecurity  controls',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'5C3NDWPW','journalArticle',2005,'Flowerday; Stephen; Von Solms; Rossouw','Real-time information integrity = system integrity + data integrity + continuous assurances','Computers and Security',,'01674048','10.1016/j.cose.2005.08.004',,'A majority of companies today are totally dependent on their information assets; in most cases stored; processed and communicated within information systems in digital format. These information systems are enabled by modern information and communication technologies. These technologies are exposed to a continuously increasing set of risks. Yet; management and stakeholders continuously make important business decisions on information produced in real-time from these information systems. This information is unaccompanied by objective assurances as the current auditing procedures provide assurances months later. Therefore; risk management; including a system of internal controls; has become paramount to ensure the informations integrity. A system of internal controls; including InformationTechnology controls at its core; help limit uncertainty and mitigate the risks to an acceptable level. Auditors play an increasingly important role in providing independent assurances that the information systems infrastructure and data maintain their integrities. These assurances include proposed new methods such as continuous auditing for assurance on demand. ','2005-11','2018-11-29 12:58:21','2018-11-29 12:58:21',,'604–613',,8,24,,,,,,,,,,,,,,,,,,,,,'ISM ; Risk management; Assurance on demand; Information integrity; Internal controls',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'CW6VE2CR','journalArticle',2018,'Ilvonen; Ilona; Thalmann; Stefan; Manhart; Markus; Sillaber; Christian','Reconciling digital transformation and knowledge protection: A research agenda','Knowledge Management Research and Practice',,14778246,'10.1080/14778238.2018.1445427',,' Digital transformation revolutionises the way people work not only in office settings but also in physical work settings such as manufacturing or construction. New ways of combining digital and physical innovations and intensified inter- organizational collaborations are key characteristics for success. Knowledge sharing becomes increasingly important; but its inter- organizational nature and the blurring of  organizational boundaries create new challenges for the protection of knowledge. Existing research on knowledge protection mostly focuses on single organisations or on dyadic relationships. Complex sharing arrangements and especially sharing in networks has received little attention so far. This paper presents a literature review; integrating the perspectives of the base domains of knowledge; strategy; innovation; and ISM  with the goal to identify knowledge protection requirements in the era of digital transformation. Five avenues for future research on knowledge protection to support organisations coping with challenges imposed by digital transformation are presented.',2018,'2018-11-29 12:58:22','2018-11-29 12:58:22',,'235–244',,2,16,,,,,,,,,,,,,,,,,,,,,'knowledge management; computer-integrated manufacturing; digital transformation; industry 4.0; Knowledge protection; knowledge sharing; literature review; networks',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'WQPUT7BW','journalArticle',2017,'Mozsár; Kovácsné','Reducing InformationTechnology costs and ensuring safe operation with application of the portfolio management','Serbian Journal of Management',,'1452-4864','10.5937/sjm12-11452','http://scindeks.ceon.rs/Article.aspx?artid=1452-48641701143M','Large companies need to give focus on their cost components related to their   informationTechnology . Business growths is supported by their InformationTechnology and hundreds or thousands of applications worldwide. Top level management needs to focus more on their information strategy and the applications they need to manage. A structured and transparent application landscape supports not only the current business but it also enables faster business growth for the future as well. Structuring and organizing the applications related to the various risks supports secure business and information operations within a company. Capturing the applications gives the companies an overview of their information costs and provides the possibility of measurement and control of their InformationTechnology costs elements. Application portfolio management and ISM  are important elements of the corporate strategies.',2017,'2018-11-29 12:58:23','2018-11-29 12:58:23',,'143–155',,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'PAUNEI2P','journalArticle',2006,'Botha; Reinhardt A.; Gaadingwe; Tshepo G.','Reflecting on 20 SEC conferences','Computers and Security',,'01674048','10.1016/j.cose.2006.04.002',,'The ever-increasing use of   informationTechnology  in business and everyday life led to a raised awareness of security issues. The last three decades spawned a large amount of research literature on security. The belief that the future can only be realized if the past is well understood has motivated an investigation into the history of InformationSecurity . This report therefore focuses on analyzing the work reported in the past 20 SEC conferences; the flagship conference series of the IFIP Technical Committee 11 (TC-11). The study indicates that the focus of papers increased over time and that the output of papers became more technical. Certain topics such as auditing and business continuity have largely disappeared as a topic. The study confirmed an expected increase in the prominence of papers dealing with network related research. Surprisingly; ISM  showed no upward trend; instead a slight decrease could be seen. In contrast; crypto-like topics showed a strong growth. Finally the paper reflects on the significance of the observations made; specifically with respect to future research considerations by the TC-11 community.','2006-06','2018-11-29 12:58:23','2018-11-29 12:58:23',,'247–256',,4,25,,,,,,,,,,,,,,,,,,,,,'InformationSecurity ; Computer security; SEC conference series; Security history; TC-11',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'W9L6D62N','conferencePaper',2001,'Strohhöfer; Christof; Polman; Albert','Relationship between gain and Yb3+ concentration in Er3+-Yb3+ doped waveguide amplifiers','Journal of Applied Physics','978-960-474-143-4',,'10.1063/1.1406550',,'We have used a rate equation propagation model of an Er3+/Yb3+ doped   Al2O3 waveguide amplifier with copropagating pump at 980 nm to   investigate the dependence of gain on Yb3+ concentration. The model   includes excited state absorption and energy transfer upconversion   processes within the Er3+ as well as the relevant energy transfer   processes between Yb3+ and Er3+. The results of the calculations   indicate a close relationship of the parameters gain; launched pump   power; waveguide length; and Yb3+ concentration. Codoping with a   well-chosen Yb3+ concentration is shown to increase the gain around 1530   nm for all combinations of these parameters. The gain is improved most   by Yb3+ codoping at pump powers around the amplifier threshold. At high   pump powers the increase in gain of an Er3+/Yb3+ doped waveguide is   insignificant compared to that of its Er3+ doped counterpart.   Furthermore for each launched pump power; a nonzero Yb3+ concentration   can be determined; which maximizes the gain. (C) 2001 American Institute   of Physics.',2001,'2018-11-29 12:58:24','2018-11-29 12:58:24',,'4314–4320',,,90,,,,'Electrical and Computer Engineering Series',,,,'WSEAS',,,,,,,,,,,,,,,'Bulucea; CA and Mladenov; V and Pop; E and Leba; M and Mastorakis; N',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'6FNIBRXG','journalArticle',2015,'Kim; Sanghyun; Kim; Geuna; French; Aaron M.','Relationships between need-pull/technology-push and ISM  and the moderating role of regulatory pressure','Information Technology and Management',,15737667,'10.1007/s10799-015-0217-5',,'ISM  has become more important than ever; as the expansion of corporate information systems and the use of networks continue to increase. Many organizations consider ISM an important part of organizational innovation and key to strategic and operational efficiency. Managers require a firm understanding of the behavioral aspect of ISM; particularly of how their firms internal and external characteristics affect the ISM process. This study draws on need-pull–technology-push (NP–TP) theories and employs data on InformationSecurity  users to investigate the NP and TP factors influencing the awareness; development; and performance stages of ISM. This study also examines the moderating role of regulatory pressure in those relationships. The research model is tested with data taken from a random sample of global organizations obtained through the Korea Composite Stock Price Index; the Korean Securities Dealers Automated Quotation; and the Korea Foreign Company Association. The results indicate that all NP–TP variables had positive effects on the ISM process (with the exception of perceived benefits). Moreover; regulatory pressure had positive effects as a moderator between ISM awareness and ISM development and performance.',2015,'2018-11-29 12:58:25','2018-11-29 12:58:25',,'173–192',,3,16,,,,,,,,,,,,,,,,,,,,,'ISM ; Regulatory pressure; Internal needs/external pressure (need-pull/technology-push)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'4WNUXFBC','conferencePaper',2010,'Feng; Cheng','Research for The Management and Technology of Library Network InformationSecurity ','Proceedings of 2010 International Conference on   informationTechnology  and Industrial Engineering; Vols I and Ii','978-1-84626-030-8',,,,'The library; as the documentation center; how to protect their network InformationSecurity  is very important. Network InformationSecurity  is a dynamic; holistic and systematic project involving technology; management and many other aspects. In this paper; ensuring InformationSecurity  technologies were analyzed and compared; the library network ISM  principles and management system were discussed; from how to use security technology; strict management; and to protect the security of the information library network had been studied and discussed.',2010,'2018-11-29 12:58:26','2018-11-29 12:58:26',,'544–547',,,,,,,,,,,'Wuhan Coll Ind Technol; Informat Technol & Ind Engn Res Ctr',,,,,,,,,,,,,,,'Zhou; D and Du; ZY',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'PKIMPFCW','conferencePaper',2009,'Zhao; Li; Wu; Yongchun; Wu; Xuexia','Research of InformationSecurity  risk management based on statistical learning theory','IFCSTA 2009 Proceedings - 2009 International Forum on Computer Science-Technology and Applications','978-0-7695-3930-0',,'10.1109/IFCSTA.2009.346',,'Traditional methods used in the InformationSecurity  risk management are mostly based on the statistics; their validity of application are limited to large sample situations; while the statistical learning theory is introduced to the innovation of ISM ; its structural risk minimization principle and from which the support vector machine developed offer new theory basis for predicting the security risk and achieve the minimal risk. This paper not only detailedly discusses the structural risk minimization principle and from which the support vector machine developed offer new theory basis for predicting the security risk and achieve the minimal risk; but also puts forwards the idea of using structural risk minimization principle and the support vector machine in InformationSecurity  risk management; which provides the brand-new mentality to the InformationSecurity  risk management.',2009,'2018-11-29 12:58:27','2018-11-29 12:58:27',,'436–438',,,3,,,,,,,,'Int Informat Techn & Applicat Assoc',,,,,,,,,,,,,'InformationSecurity  risk management; Statistical learning theory; Structural risk minimization; Support vector machine',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'T9Z2U8JY','conferencePaper',2016,'Luan; Tingyu; Lei; Li; Ding; Liying; Yin; Xiaodong','Research of the ISM  Technology of Third Party Logistics Service Platform of Railway Oil Supply Chain','Proceedings of the 2016 International Conference on Education; E-learning and Management Technology','978-94-6252-223-7',,,,'Information exchange security is the basis of railway oil supply chain management; which is of great significance to ensure the reliability of railway transportation and reduce the cost of railway operation. This paper analyzed the safety technical requirements of railway oil supply chain information exchange; and put forward the construction goal; construction principle; construction content and key technology of information exchange security of the InformationSecurity  system of the third party logistics service platform of the railway industry oil supply chain.',2016,'2018-11-29 12:58:28','2018-11-29 12:58:28',,'577–581',,,44,,,,'Advances in Social Science Education and Humanities Research',,,,'Xian Univ Posts & Telecommunicat',,,,,,,,,,,,,,,'Pavlova; M and Zeng; XY',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'B9MGGHDV','conferencePaper',2013,'Cheng; Jiaxu','Research on Apple Inc. Information Management and Enlightenment','2013 International Conference on Management (Icm 2013)','978-1-60595-127-0',,,,'Apple Inc. is a famous electronic technology company in worldwide. Its brilliant performance which created in a short time is not only thanks to the relentless pursuit of the technology and product innovation; but also benefits from its strict and persistent information management. Apple Inc. insists focus confidential internal information management; through the establishment of scientifically rigorous InformationSecurity  system; the formation of a competent and efficient information verification mechanism; forms a unified culture of strict confidentiality of information; strengthens the information management in ecosystem of the enterprise. According to Apple Inc. success in the information management experience; the majority of enterprise information management needs to cultivate a large standardized culture of secrecy; strengthen the ISM  of the organization; and improve information management regulations.',2013,'2018-11-29 12:58:29','2018-11-29 12:58:29',,'198–203',,,,,,,,,,,,,,,,,,,,,,,,,,'Hu; X and Rababah; KA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'ERQPJ6K9','journalArticle',2011,'Shan; Siqing; Wang; Li; Wang; Jing; Hao; Yi; Hua; Fan','Research on e-Government evaluation model based on the principal component analysis','Information Technology and Management',,'1385951X','10.1007/s10799-011-0083-8',,'Over the last few years; the area of electronic government (e-Government) has received increasing prominence and attention; people are interacting with e-Government systems to an ever greater extent. It is therefore important to measure the development of e-Gov- ernment. Adopting principal component analysis (PCA); this study presents; validates and updates an evaluation model with 5 dimensions based on Socio-Technical model and Stakeholder Theory; which captures the multidimen- sional and interdependent nature of e-Government system. The validity of the model is empirically investigated using a sample of local e-Government of 18 cities in China; all of which have high Internet penetration and mature ICT use. The five dimensions of the evaluation model include project construction; ISM ; special construction; transparency of government affairs and in- formationized ability. K-means clustering is applied in the subspace created by PCA to evaluate the local e-Govern- ment stages of growth of these 18 cities. The findings pro- vide several important implications for e-Government research and practice.','2011-06','2018-11-29 12:58:29','2018-11-29 12:58:29',,'173–185',,2,12,,,,,,,,,,,,,,,,,'PMID: 868632338',,,,'e-Government evaluation; Evaluation model; K-means clustering; Local e-Government; Principal component analysis',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'FE4CHS4B','conferencePaper',2017,'Yao; Yu; Gao; Runze','Research On Government Websites InformationSecurity  Regulatory Mechanism And Countermeasure','Proceedings of the 2017 2Nd Joint International   informationTechnology ; Mechanical and Electronic Engineering Conference (Jimec 2017)','978-94-6252-366-1',,,,'There are many hazards such as Trojans; back doors and other attack means all the time threatening the development of government websites. This paper firstly collects the latest data to introduce the grim situation of InformationSecurity  faced by the government websites in our country. Secondly; this paper analyzes the existing problems of ISM  for government websites. Thirdly; this paper focuses on the research of InformationSecurity  regulation and puts forward the strategies; which could provide new ideas for the development of the government websites in our country.',2017,'2018-11-29 12:58:30','2018-11-29 12:58:30',,'231–234',,,62,,,,'ACSR-Advances in Comptuer Science Research',,,,,,,,,,,,,,,,,,,'Xu; B',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Y5P8LSB5','conferencePaper',2010,'Liu; Hongzhi; Zhang; Congcong','Research on information engineering surveillance risk evaluation based on fault tree analysis','Proceedings - 2010 3rd IEEE International Conference on Computer Science and   informationTechnology ; ICCSIT 2010','978-1-4244-5538-6',,'10.1016/j.pedn.2018.04.003',,'Purpose: To describe knowledge; values; and implementation of evidence-based practice (EBP) and use of two National Patient Safety Goals–Central Line Associated Blood Stream Infections (CLABSI) and Surgical Site Infections (SSI)–between nurses working in Magnet® versus non-Magnet® designated hospitals. Background: There is a gap in the literature concerning nurses understanding of EBP and how EBP guidelines are used in practice and if guidelines are being used as intended. The Conceptual Model of Nursing and Health Policy was used to guide the study. Methods: A descriptive survey methodology using three instruments was delivered electronically to members of the Society of Pediatric Nurses–the Quick-EBP-VIK; the Use of Evidence-based Practice Questionnaire; and a Background Data Sheet. Results: Results revealed statistically significant differences between the Magnet and non-Magnet participants only for the Quick-EBP-VIK value domain; nurses from Magnet hospitals had a higher value for EBP compared with nurses from non-Magnet hospitals; nurses from both groups had a moderate amount of knowledge about EBP; and very few nurses indicated they were implementing EBP. There were no differences in CLABSI and SSI prevention care for patients in acute care hospitals in the United States by nurses working in Magnet versus non Magnet designated hospitals. Conclusion: The findings of this study have implications for practice; education; policy; and research. A disconnect between the use of policy and implementation of EBP has been identified. Specifically; nurses need to understand how EBP is embedded in hospital and organizational policy.',2010,'2018-11-29 12:58:31','2018-11-29 12:58:31',,'601–605',,,4,,,,'International Conference on Computer Science and   informationTechnology ',,,,'IEEE; IACSIT; Univ Politecnica; Chinese Inst Elect; Peking Univ; Sichuan Sheng Dian Zi Xue Hui; EST; Huazhong Univ; UeSTC',,,,,,,,,'PMID: 29802046',,,,'InformationSecurity ; Fault tree; Information engineering surveillance; Risk evaluation',,'Hang; Y and Desheng; W and Sandhu; PS',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Q4QJTM25','conferencePaper',2017,'Feng; Gao; Long; Qin; Ying; Yang; Fangfang; Dang','Research on InformationSecurity  Internal Control Mechanism of Intelligent Electric Grid','Proceedings of the 2017 4Th International Conference on Machinery; Materials and Computer (Macmc 2017)','978-94-6252-439-2',,,,'As the foundation of intelligent electric grid safe and stable operation; InformationSecurity  involves every node of electric information systems which are difficult to manage and have a large number of users. It is important that how to promote the level of InformationSecurity  internal control. This paper started with strengthening the foundation management; established a sound InformationSecurity  working mechanism; strengthened InformationSecurity  talent team construction; promoted security supervision and inspection mechanism; strengthened the business authorization and account number authority basic management; promoted the security equipment operation level; reinforced the development and application of the instruments and advanced technology; established the “attack-defense-supervise{”} cooperation mechanism; explored the electric ISM  process and measures. All of these methods lifted the risk prevention consciousness and ability of InformationSecurity  talent team; constructed a more standardized InformationSecurity  control process; reduced the failure rate substantially of information system; promoted the overall level of information network performance and operation.',2017,'2018-11-29 12:58:33','2018-11-29 12:58:33',,'516–519',,,150,,,,'AER-Advances in Engineering Research',,,,'Res Inst Management Sci & Ind Engn; Int Informat & Engn Assoc; Natl Inst Technol',,,,,,,,,,,,,,,'Zhu; M and Xia; X',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
